,Average temperature (°F),Average humidity (%),Average dewpoint (°F),Average barometer (in),Average windspeed (mph),Average gustspeed (mph),Average direction (°deg),Rainfall for month (in),Rainfall for year (in),Maximum rain per minute,Maximum temperature (°F),Minimum temperature (°F),Maximum humidity (%),Minimum humidity (%),Maximum pressure,Minimum pressure,Maximum windspeed (mph),Maximum gust speed (mph),Maximum heat index (°F)
2016038,30.3,65,19.3,29.8,3.0,4.9,113,0.06,0.27,0.01,38.8,20.8,83,43,30.001,29.678,11.5,17.3,38.8
2016039,31.8,55,15.9,30.0,5.0,7.5,99,0.06,0.27,0.00,43.2,18.4,83,27,30.133,29.820,19.6,27.6,43.2
20160310,42.7,35,16.2,30.0,9.0,13.1,100,0.06,0.27,0.00,56.2,30.2,54,21,30.183,29.936,23.0,29.9,56.2
20160311,44.5,33,12.2,29.9,4.4,6.6,99,0.06,0.27,0.00,63.8,24.8,63,8,30.111,29.697,18.4,24.2,63.8
20160312,42.3,43,19.1,29.6,5.5,8.2,98,0.06,0.27,0.00,62.0,26.3,69,16,29.782,29.470,18.4,26.5,62.0
20160313,43.3,36,17.8,29.7,9.4,13.7,92,0.06,0.27,0.00,52.6,34.9,53,24,29.757,29.522,24.2,36.8,52.6
20160314,37.6,59,23.6,29.6,8.3,12.0,99,0.08,0.29,0.01,43.7,28.1,88,40,29.780,29.530,24.2,34.5,43.7
20160315,26.0,44,6.2,30.0,7.4,11.9,98,0.08,0.29,0.00,31.8,20.5,67,22,30.088,29.729,21.9,31.1,31.8
20160316,27.0,39,5.3,30.1,6.4,10.3,108,0.08,0.29,0.00,32.8,19.7,56,27,30.152,30.023,23.0,31.1,32.8
20160317,24.2,77,17.5,30.0,2.7,4.4,108,0.10,0.31,0.01,28.5,20.3,87,39,30.184,29.970,11.5,16.1,28.5
20160318,16.5,80,11.5,30.3,2.4,4.2,114,0.10,0.31,0.00,22.7,9.3,86,72,30.496,30.175,10.4,13.8,22.7
20160319,16.2,70,7.8,30.5,1.3,2.5,98,0.23,0.44,0.02,27.9,6.7,81,54,30.615,30.460,9.2,19.6,27.9
20160320,26.8,46,4.3,30.4,3.0,5.0,94,0.26,0.47,0.01,51.8,2.2,78,13,30.688,29.945,15.0,20.7,51.8
20160321,49.5,24,12.9,29.7,11.4,16.8,99,0.26,0.47,0.00,60.2,37.0,43,12,29.945,29.490,24.2,36.8,60.2
20160322,49.4,24,12.9,29.3,10.7,16.0,96,0.26,0.47,0.00,55.8,36.3,73,13,29.480,29.206,24.2,33.4,55.8
20160323,27.9,80,22.2,29.7,3.4,5.5,98,0.30,0.50,0.01,36.1,23.3,91,52,30.145,29.287,20.7,28.8,36.1
20160324,32.2,48,14.5,30.0,9.6,14.3,19,0.56,0.76,0.01,39.8,25.4,70,34,30.154,29.764,20.7,31.1,39.8
20160325,29.9,51,13.4,29.8,9.2,13.2,57,0.57,0.78,0.01,37.2,20.3,84,29,29.967,29.685,25.3,35.7,37.2
20160326,20.3,65,10.1,30.2,1.9,3.6,105,0.57,0.78,0.00,30.9,9.0,80,46,30.339,29.942,10.4,17.3,30.9
20160327,30.8,41,8.1,30.1,7.7,11.1,25,0.57,0.78,0.00,44.1,11.1,81,26,30.356,29.952,23.0,32.2,44.1
20160328,39.0,40,15.1,29.8,3.3,5.4,92,0.57,0.78,0.00,52.7,27.2,64,18,29.966,29.551,19.6,21.9,52.7
20160329,35.4,71,26.3,29.5,2.1,3.5,86,0.65,0.85,0.01,50.1,26.3,92,39,29.643,29.415,13.8,19.6,50.1
20160330,30.3,53,14.7,29.7,8.1,12.0,70,0.67,0.87,0.01,37.3,26.7,79,38,29.848,29.523,19.6,28.8,37.3
20160331,29.6,45,10.3,29.9,6.2,9.6,72,0.68,0.88,0.01,36.9,19.9,76,23,30.105,29.736,19.6,26.5,36.9
2016041,31.1,41,8.9,30.2,5.6,8.7,58,0.00,0.89,0.00,47.1,16.7,64,20,30.267,30.069,16.1,25.3,47.1
2016042,42.6,34,14.9,30.1,6.6,9.9,89,0.00,0.89,0.00,54.4,27.6,60,19,30.267,29.888,17.3,24.2,54.4
2016043,46.4,33,17.8,29.9,9.5,14.1,103,0.00,0.89,0.00,59.9,35.8,56,17,30.076,29.836,23.0,35.7,59.9
2016044,48.6,38,21.9,30.0,4.9,7.3,101,0.00,0.89,0.00,61.6,32.2,72,19,30.153,29.757,19.6,25.3,61.6
2016045,39.8,45,19.0,29.9,9.6,14.9,96,0.04,0.93,0.01,47.7,32.9,84,26,30.088,29.684,26.5,47.2,47.7
2016046,46.3,25,11.4,30.0,13.8,20.0,38,0.04,0.93,0.00,58.5,33.4,36,16,30.121,29.866,27.6,40.3,58.5
2016047,47.1,38,22.1,30.0,4.8,7.9,104,0.04,0.93,0.00,56.2,34.9,70,19,30.116,29.875,18.4,27.6,56.2
2016048,41.2,53,22.4,30.1,1.8,3.4,104,0.04,0.93,0.00,57.4,23.2,86,18,30.222,29.897,11.5,18.4,57.4
2016049,48.1,45,26.0,29.7,9.1,13.4,101,0.04,0.93,0.00,60.7,26.7,80,25,29.924,29.477,20.7,29.9,60.7
20160410,45.3,54,28.9,29.6,7.1,10.5,112,0.06,0.95,0.01,52.3,35.2,87,32,29.873,29.487,21.9,29.9,52.3
20160411,39.1,78,32.5,30.0,2.1,3.9,113,0.06,0.95,0.00,51.7,31.0,91,54,30.089,29.845,9.2,12.7,51.7
20160412,41.5,67,29.7,30.0,3.6,5.4,102,0.07,0.96,0.01,59.8,26.4,92,28,30.096,29.892,17.3,25.3,59.8
20160413,45.5,57,28.1,29.9,2.2,3.8,93,0.09,0.97,0.01,62.4,28.2,89,22,30.096,29.744,15.0,19.6,62.4
20160414,50.1,43,25.2,29.6,6.4,9.4,103,0.09,0.97,0.00,64.2,34.7,76,16,29.813,29.274,20.7,27.6,64.2
20160415,38.6,69,27.8,29.6,2.6,4.1,113,0.13,1.02,0.01,52.8,30.6,90,28,29.888,29.272,11.5,19.6,52.8
20160416,29.1,79,23.4,30.1,3.7,5.7,119,0.24,1.13,0.01,35.5,26.9,90,59,30.221,29.888,18.4,24.2,35.5
20160417,27.6,83,22.9,30.3,2.1,3.9,120,0.36,1.25,0.02,32.0,24.7,89,65,30.398,30.197,12.7,17.3,32.0
20160418,29.5,76,22.9,30.3,1.5,2.9,116,0.42,1.31,0.01,34.9,23.6,87,66,30.399,30.212,9.2,13.8,34.9
20160419,32.1,73,24.0,30.1,2.1,3.7,113,0.43,1.32,0.01,42.4,21.9,88,37,30.252,30.023,10.4,16.1,42.4
20160420,39.5,62,25.9,30.0,2.9,5.0,109,0.43,1.32,0.00,53.5,26.6,90,27,30.089,29.897,13.8,19.6,53.5
20160421,42.8,60,28.1,30.1,1.7,3.4,107,0.45,1.33,0.01,59.3,24.7,90,26,30.145,29.983,9.2,17.3,59.3
20160422,48.7,49,24.5,29.9,3.3,5.2,84,0.45,1.33,0.00,70.8,25.8,90,12,30.105,29.660,18.4,27.6,73.8
20160423,46.1,51,25.4,29.6,5.0,7.9,91,0.48,1.36,0.01,68.2,32.9,82,13,29.720,29.341,24.2,40.3,72.8
20160424,42.4,46,22.9,29.5,10.3,15.4,93,0.48,1.36,0.00,50.2,35.0,64,33,29.720,29.339,24.2,36.8,50.2
20160425,44.9,54,28.2,29.5,3.5,5.8,100,0.50,1.38,0.01,55.9,29.1,85,32,29.724,29.316,15.0,19.6,55.9
20160426,35.9,68,25.4,29.5,5.3,8.5,85,0.67,1.55,0.01,45.8,29.8,91,34,29.714,29.364,18.4,25.3,45.8
20160427,38.2,60,23.7,29.7,5.2,8.3,101,0.69,1.57,0.01,50.1,26.3,91,28,29.803,29.638,17.3,25.3,50.1
20160428,29.2,87,25.8,29.9,1.9,3.8,121,0.75,1.63,0.01,32.1,27.0,92,79,30.082,29.743,6.9,11.5,32.1
20160429,29.9,88,26.8,29.9,1.9,3.2,120,0.89,1.78,0.01,34.6,27.3,91,81,30.070,29.871,9.2,11.5,34.6
20160430,29.0,79,23.2,30.0,4.0,6.0,121,0.96,1.85,0.01,35.2,25.2,90,61,30.247,29.884,18.4,21.9,35.2
2016051,28.5,77,22.2,30.3,2.2,3.9,121,0.01,1.86,0.01,33.7,26.0,83,64,30.396,30.217,13.8,18.4,33.7
2016052,36.1,57,20.7,30.2,2.1,4.0,105,0.01,1.86,0.00,53.9,13.3,83,28,30.442,30.056,10.4,13.8,53.9
2016053,44.0,47,20.3,30.1,2.4,4.2,109,0.01,1.86,0.00,60.9,25.6,84,10,30.179,30.049,13.8,19.6,60.9
2016054,48.3,49,26.7,30.1,1.9,3.8,118,0.01,1.86,0.00,66.1,25.8,86,20,30.217,29.905,12.7,18.4,66.1
2016055,52.0,47,28.1,29.9,1.8,3.3,120,0.01,1.86,0.00,72.1,31.8,82,15,30.046,29.729,15.0,20.7,75.0
2016056,52.7,53,33.5,29.7,2.1,3.7,112,0.04,1.89,0.01,72.7,38.0,84,16,29.807,29.555,17.3,26.5,75.6
2016057,40.3,83,35.3,29.7,4.2,6.5,89,0.58,2.43,0.01,46.8,34.9,92,58,29.856,29.633,18.4,26.5,46.8
2016058,42.5,58,28.4,29.6,4.8,7.4,76,0.66,2.51,0.01,51.6,36.3,75,33,29.784,29.476,19.6,28.8,51.6
2016059,45.4,62,31.5,29.5,6.1,9.0,70,0.85,2.71,0.01,56.7,31.6,94,35,29.570,29.414,19.6,31.1,56.7
20160510,45.6,54,28.5,29.7,6.0,9.1,101,0.89,2.74,0.01,53.9,36.3,92,30,29.964,29.491,20.7,29.9,53.9
20160511,43.0,40,18.5,30.0,4.8,7.6,110,0.89,2.74,0.00,53.9,33.1,65,21,30.231,29.926,17.3,25.3,53.9
20160512,47.3,39,17.9,30.1,5.0,8.0,114,0.89,2.74,0.00,65.7,25.6,83,12,30.245,29.939,17.3,26.5,65.7
20160513,52.5,43,26.5,29.9,5.7,8.9,109,0.89,2.74,0.00,66.8,36.6,83,14,30.046,29.803,18.4,25.3,66.8
20160514,40.0,80,34.2,30.1,3.6,6.0,118,0.89,2.74,0.00,49.4,35.2,90,62,30.136,29.954,19.6,24.2,49.4
20160515,42.9,82,37.5,29.8,3.0,4.8,119,1.15,3.00,0.03,56.3,33.2,93,53,30.023,29.663,18.4,28.8,56.3
20160516,37.0,91,34.6,29.9,2.3,4.0,90,1.50,3.35,0.04,44.2,32.4,94,86,30.171,29.680,11.5,17.3,44.2
20160517,35.2,88,32.0,30.2,2.2,3.9,110,1.52,3.37,0.01,38.5,32.1,92,81,30.270,30.157,9.2,11.5,38.5
20160518,43.1,77,36.2,30.0,1.7,3.2,119,1.58,3.43,0.01,58.0,33.7,91,46,30.203,29.870,11.5,18.4,58.0
20160519,48.9,59,32.6,29.7,4.2,6.2,319,1.62,3.47,0.01,65.9,30.7,93,25,29.918,29.515,15.0,20.7,65.9
20160520,55.2,50,35.0,29.6,3.6,5.9,72,1.62,3.47,0.00,66.8,37.6,86,27,29.690,29.508,12.7,19.6,66.8
20160521,55.8,53,36.8,29.6,2.4,4.2,111,1.62,3.47,0.00,69.3,36.9,83,18,29.748,29.406,13.8,19.6,76.8
20160522,54.8,41,30.3,29.5,5.9,9.4,50,1.62,3.47,0.00,63.1,39.1,70,24,29.629,29.417,20.7,32.2,63.1
20160523,48.2,48,28.1,29.7,3.3,5.5,81,1.62,3.47,0.00,60.3,33.7,86,16,29.774,29.604,16.1,20.7,60.3
20160524,47.4,66,35.9,29.7,2.1,4.0,110,1.62,3.47,0.00,63.1,29.7,91,35,29.891,29.572,10.4,17.3,63.1
20160525,48.7,41,21.9,29.8,5.4,8.1,360,1.62,3.47,0.00,64.3,32.5,79,15,29.887,29.668,21.9,32.2,64.3
20160526,43.2,66,32.0,29.8,2.2,3.7,97,1.62,3.47,0.00,56.5,31.5,86,41,29.876,29.679,11.5,18.4,56.5
20160527,44.6,67,33.1,29.8,3.8,5.8,99,1.95,3.80,0.01,57.0,35.5,91,31,29.856,29.626,12.7,19.6,57.0
20160528,49.1,54,31.7,29.9,6.5,9.5,95,1.98,3.83,0.01,61.2,34.0,92,27,29.961,29.726,19.6,26.5,61.2
20160529,51.2,55,33.0,29.9,3.1,4.7,99,2.01,3.86,0.01,67.3,33.4,85,22,30.104,29.815,18.4,21.9,67.3
20160530,51.5,52,31.6,29.8,3.9,6.1,97,2.01,3.86,0.00,67.4,34.0,87,19,29.962,29.716,23.0,32.2,67.4
20160531,50.1,67,39.3,29.9,3.6,6.1,115,2.01,3.86,0.00,59.0,41.2,87,46,29.938,29.752,15.0,19.6,59.0
2016061,53.0,66,40.8,29.9,2.6,4.5,117,0.07,3.93,0.01,64.5,41.5,92,38,30.004,29.786,13.8,18.4,64.5
2016062,57.7,45,30.3,29.9,3.0,5.1,106,0.07,3.93,0.00,76.0,35.3,91,13,30.022,29.752,12.7,20.7,76.2
2016063,60.0,42,34.9,29.8,3.4,5.8,113,0.07,3.93,0.00,77.3,43.0,65,19,29.954,29.743,13.8,19.6,77.1
2016064,58.7,54,40.7,30.0,2.4,4.4,112,0.07,3.93,0.00,71.6,42.1,86,31,30.112,29.898,11.5,18.4,77.3
2016065,57.8,56,40.1,29.9,2.3,3.8,105,0.08,3.94,0.01,75.8,39.3,87,23,29.975,29.737,11.5,18.4,77.5
2016066,54.6,69,42.6,29.8,2.6,4.3,86,0.58,4.45,0.01,77.0,40.0,92,23,30.003,29.728,17.3,25.3,77.5
2016067,56.0,67,43.7,29.8,2.2,3.6,76,0.60,4.46,0.01,74.0,40.1,95,28,29.973,29.652,17.3,25.3,77.5
2016068,59.0,54,40.1,29.7,2.4,3.9,73,0.60,4.46,0.00,73.9,42.9,80,25,29.795,29.584,13.8,20.7,77.3
2016069,61.6,56,42.5,29.6,2.7,4.5,73,0.74,4.61,0.01,81.8,46.0,92,16,29.753,29.575,17.3,25.3,79.6
20160610,64.5,53,41.6,29.7,2.1,3.8,95,0.89,4.76,0.01,83.8,43.2,94,13,29.903,29.589,13.8,19.6,81.0
20160611,62.9,51,42.6,29.7,3.5,6.0,91,0.90,4.77,0.01,78.9,45.2,80,23,29.799,29.600,18.4,26.5,78.3
20160612,60.4,60,44.6,29.8,2.6,4.6,102,0.90,4.77,0.00,74.2,47.6,86,27,29.903,29.678,12.7,20.7,77.5
20160613,53.8,73,44.7,29.8,2.7,4.7,93,1.17,5.03,0.01,67.9,42.5,93,36,29.929,29.678,17.3,25.3,67.9
20160614,57.8,41,32.8,29.7,6.7,10.4,96,1.32,5.18,0.01,69.4,45.5,62,23,29.790,29.582,19.6,28.8,76.9
20160615,62.6,38,33.4,29.6,3.3,5.8,113,1.33,5.20,0.01,77.0,41.8,70,12,29.784,29.500,13.8,25.3,77.0
20160616,68.8,18,20.4,29.6,6.2,9.6,114,1.33,5.20,0.00,82.4,49.2,57,8,29.726,29.486,17.3,27.6,79.9
20160617,63.3,43,38.4,29.8,2.3,4.2,112,1.33,5.20,0.00,77.3,44.8,76,19,29.876,29.709,17.3,20.7,77.4
20160618,66.2,50,43.4,29.9,2.2,4.2,109,1.33,5.20,0.00,81.8,45.7,87,9,30.040,29.747,11.5,17.3,79.7
20160619,65.4,43,37.4,29.9,2.5,3.9,97,1.33,5.20,0.00,83.3,48.6,76,13,29.977,29.788,15.0,20.7,80.6
20160620,62.2,60,47.8,30.0,2.8,4.9,109,1.33,5.20,0.00,74.0,46.4,85,32,30.033,29.847,13.8,18.4,77.5
20160621,72.1,42,39.3,29.7,3.6,5.8,100,1.33,5.20,0.00,92.7,47.4,94,10,29.936,29.476,16.1,26.5,88.4
20160622,65.3,43,40.7,29.7,3.5,5.7,115,1.36,5.23,0.01,75.8,52.8,75,21,29.918,29.511,18.4,28.8,77.5
20160623,63.5,51,41.6,29.8,4.6,7.1,107,1.43,5.29,0.01,82.2,44.8,86,19,29.942,29.614,19.6,26.5,80.0
20160624,63.9,55,44.1,29.7,3.7,5.8,98,1.44,5.30,0.01,84.3,44.8,93,15,29.801,29.594,24.2,38.0,81.4
20160625,65.5,44,41.0,29.7,4.4,7.3,111,1.45,5.31,0.01,80.1,49.6,80,18,29.845,29.624,20.7,28.8,79.1
20160626,64.8,44,36.0,29.9,2.6,4.6,107,1.45,5.31,0.00,83.6,43.2,90,6,29.962,29.784,15.0,20.7,80.8
20160627,64.6,44,39.0,29.9,2.6,4.6,106,1.45,5.31,0.00,82.6,41.2,78,10,30.011,29.851,13.8,19.6,80.2
20160628,65.8,50,42.5,29.9,1.9,3.6,107,1.45,5.31,0.00,83.0,46.8,90,14,30.025,29.761,12.7,18.4,80.5
20160629,65.8,46,39.4,29.8,4.2,6.7,107,1.46,5.32,0.01,87.0,45.7,92,11,29.893,29.687,25.3,33.4,83.4
20160630,57.5,66,45.6,29.9,1.8,3.4,106,1.69,5.55,0.01,70.9,46.7,90,32,30.018,29.713,10.4,16.1,77.5
2016071,59.4,73,49.9,29.8,2.9,4.6,106,0.02,5.57,0.01,71.5,53.2,93,37,29.938,29.692,13.8,19.6,77.4
2016072,59.0,69,48.4,29.7,1.3,2.4,104,0.02,5.57,0.00,67.8,50.7,89,43,29.799,29.685,11.5,17.3,67.8
2016073,65.9,41,38.1,29.7,5.9,9.4,110,0.02,5.57,0.00,83.2,49.8,85,15,29.807,29.622,17.3,26.5,80.5
2016074,69.5,31,36.5,29.6,7.8,11.7,116,0.02,5.57,0.00,81.1,61.5,42,16,29.697,29.556,18.4,27.6,79.2
2016075,67.1,36,38.5,29.6,5.2,8.7,118,0.02,5.57,0.00,78.5,52.8,64,19,29.663,29.539,16.1,26.5,78.0
2016076,64.9,38,31.5,29.6,5.3,8.2,111,0.02,5.57,0.00,80.9,43.8,85,12,29.786,29.442,20.7,28.8,78.9
2016077,64.0,30,29.4,29.7,3.6,5.9,118,0.02,5.57,0.00,83.4,41.9,63,12,29.775,29.519,16.1,31.1,80.7
2016078,62.9,46,37.3,29.7,2.1,4.0,115,0.06,5.61,0.01,85.1,42.6,80,11,29.859,29.668,17.3,27.6,81.9
2016079,67.6,38,32.0,29.7,4.7,7.3,112,0.06,5.61,0.00,85.9,41.1,84,10,29.926,29.537,20.7,27.6,82.6
20160710,72.2,21,26.9,29.4,6.8,10.5,117,0.06,5.61,0.00,86.6,53.6,45,9,29.572,29.231,21.9,33.4,83.2
20160711,68.8,18,22.9,29.4,8.2,12.8,115,0.06,5.61,0.00,76.6,59.5,29,12,29.634,29.178,25.3,36.8,76.2
20160712,64.6,28,25.2,29.6,4.0,6.6,116,0.06,5.61,0.00,80.3,42.1,69,9,29.758,29.554,19.6,27.6,78.3
20160713,65.6,24,22.4,29.7,3.3,5.7,119,0.06,5.61,0.00,87.8,40.1,60,7,29.807,29.659,17.3,26.5,84.2
20160714,61.0,38,34.1,29.8,3.0,5.4,118,0.06,5.61,0.00,75.8,41.1,64,25,29.903,29.767,12.7,19.6,77.1
20160715,59.7,58,40.9,29.8,2.9,5.1,118,0.06,5.61,0.00,81.6,40.6,88,9,29.911,29.669,16.1,19.6,79.3
20160716,65.8,46,35.4,29.7,3.6,5.9,112,0.06,5.61,0.00,88.2,42.2,91,9,29.807,29.518,19.6,27.6,84.4
20160717,66.0,41,39.7,29.7,3.4,6.0,120,0.06,5.61,0.00,80.5,49.2,66,18,29.791,29.557,20.7,29.9,79.0
20160718,65.3,53,44.0,29.8,2.7,4.6,118,0.06,5.61,0.00,86.7,49.5,86,16,29.939,29.756,15.0,20.7,83.3
20160719,72.3,37,43.0,29.7,6.0,9.4,119,0.06,5.61,0.00,85.7,54.2,76,20,29.848,29.614,16.1,26.5,82.7
20160720,67.9,49,45.2,29.8,4.6,7.3,117,0.22,5.77,0.02,85.5,52.3,86,17,29.849,29.670,15.0,19.6,82.3
20160721,69.4,42,42.8,29.8,3.3,5.5,115,0.23,5.79,0.01,85.7,56.2,78,16,29.959,29.726,19.6,26.5,82.4
20160722,70.4,42,43.3,29.8,4.5,7.0,117,0.23,5.79,0.00,88.0,51.7,76,19,29.969,29.598,13.8,20.7,84.6
20160723,74.3,27,36.9,29.6,6.3,9.7,120,0.23,5.79,0.00,89.9,60.1,50,14,29.692,29.507,16.1,28.8,85.9
20160724,67.2,42,39.6,29.7,5.0,7.8,118,0.24,5.80,0.01,84.1,51.4,81,12,29.868,29.606,24.2,35.7,81.2
20160725,66.8,45,37.4,29.8,2.8,4.6,117,0.24,5.80,0.00,87.6,44.3,92,7,29.923,29.661,18.4,27.6,84.0
20160726,65.9,31,32.4,29.8,3.9,6.2,118,0.24,5.80,0.00,84.5,47.9,60,11,29.893,29.682,20.7,26.5,81.5
20160727,67.5,38,39.4,29.8,2.8,5.0,119,0.24,5.80,0.00,82.8,47.6,62,16,29.891,29.666,12.7,18.4,80.8
20160728,63.5,62,48.1,29.8,3.0,5.4,118,0.24,5.80,0.00,86.3,48.0,86,10,29.866,29.640,15.0,25.3,82.9
20160729,65.3,62,50.8,29.7,3.4,6.0,120,0.24,5.80,0.00,77.0,53.6,88,33,29.842,29.622,15.0,19.6,78.1
20160730,67.0,51,42.1,29.6,3.1,5.6,117,0.24,5.80,0.00,89.5,45.4,92,9,29.750,29.492,15.0,21.9,85.5
20160731,61.3,62,44.9,29.7,3.2,5.0,117,0.72,6.28,0.05,85.3,47.6,89,17,29.848,29.521,16.1,24.2,82.1
2016081,68.1,40,36.5,29.7,2.8,4.7,119,0.00,6.28,0.00,87.6,48.2,89,12,29.834,29.590,15.0,21.9,83.9
2016082,59.9,59,44.0,29.9,2.1,3.5,118,0.14,6.42,0.03,80.5,46.2,86,24,30.029,29.763,17.3,21.9,79.2
2016083,65.8,54,44.2,29.8,2.5,4.2,118,0.14,6.42,0.00,83.6,45.5,93,16,29.997,29.571,20.7,27.6,81.0
2016084,56.5,61,42.2,29.8,1.3,2.4,119,0.16,6.44,0.01,62.0,50.8,86,38,29.962,29.635,8.1,11.5,62.0
2016085,54.9,77,47.7,29.9,0.7,1.6,117,0.19,6.47,0.01,59.2,50.2,88,61,29.967,29.856,4.6,5.8,59.2
2016086,58.9,74,49.7,29.8,1.8,3.4,118,0.19,6.47,0.00,74.0,48.0,94,36,29.874,29.711,12.7,21.9,77.4
2016087,65.2,52,44.3,29.7,2.5,4.7,119,0.21,6.48,0.01,79.2,47.0,89,26,29.847,29.536,11.5,16.1,78.6
2016088,68.5,36,38.6,29.6,5.2,8.3,119,0.21,6.48,0.00,80.4,54.5,60,19,29.720,29.491,18.4,26.5,78.8
2016089,66.5,41,39.3,29.6,4.2,6.9,116,0.22,6.50,0.01,90.7,48.0,73,11,29.735,29.482,18.4,28.8,86.5
20160810,63.5,49,40.7,29.7,3.7,6.1,116,0.25,6.52,0.01,83.6,45.2,78,16,29.842,29.537,24.2,32.2,80.9
20160811,66.4,36,36.7,29.7,5.8,9.1,115,0.25,6.52,0.00,79.2,51.2,77,4,29.832,29.572,18.4,29.9,78.1
20160812,57.8,49,37.0,29.9,2.2,4.1,120,0.25,6.52,0.00,73.7,38.9,81,27,30.004,29.806,12.7,17.3,77.3
20160813,58.6,44,32.5,29.9,2.3,4.1,121,0.25,6.52,0.00,76.5,38.9,83,14,30.015,29.836,15.0,19.6,76.4
20160814,61.1,38,29.6,29.9,1.8,3.4,119,0.25,6.52,0.00,80.5,38.5,81,11,30.018,29.735,10.4,18.4,78.6
20160815,60.0,37,30.6,29.9,2.3,4.0,118,0.28,6.55,0.01,82.5,41.1,62,11,30.063,29.758,16.1,26.5,80.0
20160816,60.1,45,36.1,29.9,1.9,3.4,115,0.28,6.55,0.00,79.8,40.2,81,16,30.056,29.797,13.8,19.6,78.4
20160817,61.4,43,34.4,29.9,1.9,3.7,115,0.28,6.55,0.00,80.7,40.9,82,13,29.990,29.740,12.7,19.6,78.8
20160818,56.9,59,41.1,29.8,2.2,3.5,108,0.48,6.75,0.01,75.4,43.2,89,22,30.013,29.706,16.1,24.2,77.2
20160819,52.2,80,45.5,29.9,2.3,4.1,110,0.64,6.91,0.01,69.3,43.5,93,34,29.974,29.695,13.8,19.6,77.3
20160820,53.3,66,40.9,29.9,2.4,4.3,115,0.65,6.92,0.01,67.8,39.8,90,38,30.001,29.772,12.7,16.1,67.8
20160821,48.7,65,36.0,29.8,0.6,1.2,106,0.65,6.92,0.00,64.0,39.6,85,29,29.911,29.638,3.5,5.8,64.0
20160822,60.6,39,32.9,29.7,5.0,7.8,109,0.65,6.92,0.00,77.7,45.5,66,15,29.794,29.333,27.6,34.5,77.0
20160823,64.3,31,32.7,29.7,5.8,8.2,112,0.65,6.92,0.00,73.9,58.0,51,15,29.894,29.333,18.4,26.5,75.9
20160824,54.1,65,42.1,29.9,2.1,2.8,112,0.72,6.99,0.01,61.8,41.9,90,44,30.049,29.751,17.3,21.9,61.8
20160825,47.8,79,40.9,30.1,2.0,2.9,94,0.85,7.12,0.01,62.4,35.9,95,43,30.219,29.946,12.7,16.1,62.4
20160826,55.5,54,37.2,29.9,3.9,5.3,98,0.86,7.14,0.01,70.7,45.5,84,24,29.980,29.728,24.2,26.5,77.1
20160827,57.1,51,38.2,29.8,2.4,2.9,87,0.86,7.14,0.00,75.3,43.2,82,26,30.010,29.608,13.8,13.8,77.7
20160828,55.0,54,37.9,30.0,0.8,1.0,78,0.86,7.14,0.00,74.0,39.3,79,43,30.165,29.850,19.6,19.6,77.3
20160829,56.6,56,38.8,30.0,2.0,2.7,107,1.00,7.28,0.06,74.0,43.6,87,22,30.258,29.736,19.6,20.7,76.2
20160830,58.0,62,43.2,30.0,1.3,1.6,97,1.00,7.28,0.00,72.1,42.5,92,35,30.272,29.842,11.5,13.8,77.4
20160831,58.4,67,46.0,30.0,1.1,1.4,94,1.00,7.28,0.00,72.8,40.3,93,41,30.240,29.774,11.5,12.7,77.5
2016091,59.9,65,45.6,29.9,1.1,1.4,0,0.00,7.28,0.00,79.4,41.6,93,31,30.170,29.742,11.5,12.7,78.9
2016092,59.8,56,43.4,29.7,2.7,3.1,9,0.01,7.29,0.01,72.5,49.1,69,30,29.891,29.495,19.6,19.6,77.3
2016093,59.9,60,43.6,29.8,1.8,2.2,73,0.06,7.34,0.03,75.8,44.1,86,27,29.941,29.460,19.6,19.6,77.5
2016094,57.9,56,39.1,29.6,3.7,4.6,93,0.07,7.35,0.01,75.6,44.1,89,19,29.832,29.429,17.3,19.6,76.9
2016095,58.8,41,27.6,29.7,2.1,2.7,87,0.07,7.35,0.00,77.6,35.9,85,12,29.897,29.538,13.8,19.6,76.7
2016096,57.0,52,36.6,29.8,3.5,4.1,113,0.07,7.35,0.00,78.1,39.3,88,11,30.039,29.623,25.3,26.5,77.7
2016097,58.6,54,35.8,29.8,3.7,4.5,117,0.07,7.35,0.00,77.9,42.6,92,11,29.913,29.581,23.0,26.5,76.8
2016098,59.1,36,25.6,29.8,3.7,4.5,119,0.07,7.35,0.00,81.4,34.1,72,10,30.183,29.646,19.6,19.6,79.2
2016099,54.0,39,27.4,29.9,3.6,4.6,118,0.07,7.35,0.00,73.5,35.9,80,15,30.251,29.639,18.4,20.7,75.6
20160910,52.6,46,26.1,30.1,1.9,2.8,119,0.07,7.35,0.00,75.4,26.4,90,8,30.361,29.660,12.7,18.4,76.1
20160911,67.2,15,15.8,29.6,4.3,4.8,115,0.07,7.35,0.00,82.0,49.4,41,10,29.812,29.375,24.2,24.2,79.6
20160912,58.0,45,36.0,29.7,4.3,5.0,98,0.08,7.36,0.01,71.8,47.3,76,31,29.896,29.346,26.5,27.6,77.1
20160913,50.5,79,44.1,29.9,2.1,2.5,108,0.08,7.36,0.00,59.6,45.7,91,61,30.065,29.674,17.3,17.3,59.6
20160914,53.2,63,38.7,29.9,2.2,3.0,24,0.10,7.37,0.01,70.8,35.5,94,26,30.115,29.725,19.6,28.8,77.1
